date,ticker,action,price,shares,weight,combo_rank,rebalance_id,pnl,reason
2009-04-02,INTU,BUY,23.854067296464788,1317.2688878848558,0.04999999999999999,19.0,38,0.0,rebalance
2009-04-02,UNP,BUY,14.677042021485027,6129.92220540597,0.04999999999999999,20.0,38,0.0,rebalance
2009-04-13,TXT,TAKE_PROFIT,11.853510090809001,13967.15904140767,0.0,,0,0.8343276759785128,risk_exit
2009-04-27,HST,TAKE_PROFIT,3.9866971794435417,39729.85897714091,0.0,,0,0.7446300584293433,risk_exit
2009-05-27,EXPE,TAKE_PROFIT,20.609913805564684,7256.684857265162,0.0,,0,0.8020480178031009,risk_exit
2009-07-02,VMC,BUY,36.17304158117499,928.9101399187889,0.04999999999999999,1.0,39,0.0,rebalance
2009-07-02,EFX,BUY,21.614758293755973,1046.8699909900351,0.04999999999999999,2.0,39,0.0,rebalance
2009-07-02,BSX,BUY,9.949999809265137,931.3373010426185,0.04999999999999999,3.0,39,0.0,rebalance
2009-07-02,STE,BUY,19.312868070278533,783.4699418230193,0.04999999999999999,4.0,39,0.0,rebalance
2009-07-02,DGX,BUY,41.40719209876393,239.4934681830373,0.04999999999999999,5.0,39,0.0,rebalance
2009-07-02,BKR,BUY,17.62451583710218,501.7269626191601,0.04999999999999999,6.0,39,0.0,rebalance
2009-07-02,HST,BUY,4.363006687472803,26647.94126586291,0.04999999999999999,7.0,39,0.0,rebalance
2009-07-02,IBM,BUY,55.467544738927785,381.7226702069811,0.04999999999999999,8.0,39,0.0,rebalance
2009-07-02,SPGI,BUY,20.815279857322746,154.51769419263292,0.04999999999999999,9.0,39,0.0,rebalance
2009-07-02,CRM,BUY,9.42691172369055,1246.7652195036844,0.04999999999999999,10.0,39,0.0,rebalance
2009-07-02,ALGN,BUY,10.670000076293945,477.3862241376737,0.04999999999999999,11.0,39,0.0,rebalance
2009-07-02,GD,BUY,37.471692755019724,61.56289647803669,0.04999999999999999,12.0,39,0.0,rebalance
2009-07-02,DIS,BUY,19.35275818068197,386.56017390150646,0.04999999999999999,13.0,39,0.0,rebalance
2009-07-02,AMGN,BUY,35.03948752615517,567.4903410950087,0.04999999999999999,14.0,39,0.0,rebalance
2009-07-02,EXPE,BUY,19.907309322572956,5848.507641267951,0.04999999999999999,15.0,39,0.0,rebalance
2009-07-02,CMI,BUY,23.383781785293255,5.763446843567181,0.04999999999999999,16.0,39,0.0,rebalance
2009-07-02,TXT,BUY,9.487116716000212,12282.277594241263,0.04999999999999999,17.0,39,0.0,rebalance
2009-07-02,OKE,BUY,5.278558316405387,254.232300603544,0.04999999999999999,18.0,39,0.0,rebalance
2009-07-02,INTU,BUY,24.623556075247812,965.515315388935,0.04999999999999999,19.0,39,0.0,rebalance
2009-07-02,UNP,BUY,18.126057300314482,306.1014854938885,0.04999999999999999,20.0,39,0.0,rebalance
2009-09-09,TXT,TAKE_PROFIT,17.54457751680104,12282.277594241263,0.0,,0,0.8493055416101036,risk_exit
2009-10-02,VMC,BUY,42.91130188836069,23.676984206729685,0.04999999999999999,1.0,40,0.0,rebalance
2009-10-02,EFX,BUY,23.392777289935758,559.0679524747156,0.04999999999999999,2.0,40,0.0,rebalance
2009-10-02,BSX,BUY,10.109999656677246,2053.0871891861316,0.04999999999999999,3.0,40,0.0,rebalance
2009-10-02,STE,BUY,21.993342749312728,295.5336030210283,0.04999999999999999,4.0,40,0.0,rebalance
2009-10-02,DGX,BUY,38.08349259604557,839.095575888688,0.04999999999999999,5.0,40,0.0,rebalance
2009-10-02,BKR,BUY,20.287551268063176,249.25793174609134,0.04999999999999999,6.0,40,0.0,rebalance
2009-10-02,HST,BUY,5.93368847467939,3242.115882261085,0.04999999999999999,7.0,40,0.0,rebalance
2009-10-02,IBM,BUY,63.02758318915905,104.8075141853842,0.04999999999999999,8.0,40,0.0,rebalance
2009-10-02,SPGI,BUY,18.0188917043671,2114.411238652754,0.04999999999999999,9.0,40,0.0,rebalance
2009-10-02,CRM,BUY,13.393289159310259,1979.523532299847,0.04999999999999999,10.0,40,0.0,rebalance
2009-10-02,ALGN,BUY,14.430000305175781,1286.6825582939164,0.04999999999999999,11.0,40,0.0,rebalance
2009-10-02,GD,BUY,42.46339206685596,163.4959676093522,0.04999999999999999,12.0,40,0.0,rebalance
2009-10-02,DIS,BUY,22.583779146338816,133.59841054158642,0.04999999999999999,13.0,40,0.0,rebalance
2009-10-02,AMGN,BUY,39.37104231441129,204.69291360683565,0.04999999999999999,14.0,40,0.0,rebalance
2009-10-02,EXPE,BUY,30.108176763803193,1235.9963049466278,0.04999999999999999,15.0,40,0.0,rebalance
2009-10-02,CMI,BUY,28.594400307828202,126.83041250470342,0.04999999999999999,16.0,40,0.0,rebalance
2009-10-02,TXT,BUY,16.925579255018608,8204.05093799672,0.04999999999999999,17.0,40,0.0,rebalance
2009-10-02,OKE,BUY,6.3205608738297645,88.35424300957675,0.04999999999999999,18.0,40,0.0,rebalance
2009-10-02,INTU,BUY,24.20382846453727,1010.3981566565344,0.04999999999999999,19.0,40,0.0,rebalance
2009-10-02,UNP,BUY,20.0690977370311,496.13044154956697,0.04999999999999999,20.0,40,0.0,rebalance
2009-10-07,ALGN,TAKE_PROFIT,15.979999542236328,9624.49046686506,0.0,,0,0.7874720684887537,risk_exit
2009-10-09,CRM,TAKE_PROFIT,14.865322955232468,10369.567542104882,0.0,,0,0.804056094673308,risk_exit
2009-10-15,CMI,TAKE_PROFIT,32.9504276227986,4856.245954153271,0.0,,0,0.8144513646063005,risk_exit
